concrete_vs_abstract,rich_vs_poor_details,specific_vs_general,recAgnPairId,memType
0.6,0.7,0.5,,imagined
0.7,0.6,0.5,3R3YRB5GRGPRZ753TMA2F4ZA564UAH,retold
0.8,0.7,0.6,3R3YRB5GRGPRZ753TMA2F4ZA564UAH,recalled
0.7,0.5,0.6,,imagined
0.7,0.6,0.5,3R3YRB5GRGPRZ753TMA2F4ZACGSUAW,retold
0.6,0.5,0.4,3R3YRB5GRGPRZ753TMA2F4ZACGSUAW,recalled
0.7,0.8,0.6,,imagined
0.4,0.5,0.3,3R3YRB5GRGPRZ753TMA2F4ZAD3BAU6,retold
0.6,0.7,0.5,3R3YRB5GRGPRZ753TMA2F4ZAD3BAU6,recalled
0.6,0.5,0.4,,imagined
0.8,0.9,0.7,,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,,recalled
0.7,0.8,0.6,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.7,0.8,0.6,,imagined
0.9,0.8,0.9,3R6BYFZZP8YEC2G6977HDC95415FXG,retold
0.9,0.8,0.9,3R6BYFZZP8YEC2G6977HDC95415FXG,recalled
0.6,0.5,0.5,,imagined
0.8,0.9,0.8,,recalled
0.7,0.8,0.6,,imagined
0.6,0.7,0.5,3R6P78PK7LXD9L3HFHC26UOBJRVGTG,retold
0.8,0.7,0.6,3R6P78PK7LXD9L3HFHC26UOBJRVGTG,recalled
0.6,0.5,0.7,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.8,3R6P78PK7LXD9L3HFHC26UOBSKIGTY,retold
0.9,0.9,0.8,3R6P78PK7LXD9L3HFHC26UOBSKIGTY,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,,recalled
0.6,0.5,0.7,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.8,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.9,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,,recalled
0.5,0.6,0.4,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,3R9WASFE2023HXGLAPV2AXPGD3OFZ3,retold
0.8,0.7,0.6,3R9WASFE2023HXGLAPV2AXPGD3OFZ3,recalled
0.8,0.9,0.8,,imagined
0.8,0.9,0.8,3R9WASFE2023HXGLAPV2AXPGD4VFZC,retold
0.8,0.7,0.6,3R9WASFE2023HXGLAPV2AXPGD4VFZC,recalled
0.7,0.8,0.6,,imagined
0.8,0.9,0.7,,recalled
0.9,0.8,0.85,,imagined
0.9,0.8,0.85,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.85,,imagined
0.7,0.6,0.5,3RANCT1ZVG3WIHAVZ0AYAFJGT4VUBK,retold
0.8,0.7,0.9,3RANCT1ZVG3WIHAVZ0AYAFJGT4VUBK,recalled
0.9,0.8,0.8,,imagined
0.7,0.8,0.6,3RANCT1ZVG3WIHAVZ0AYAFJGUYDUBR,retold
0.8,0.7,0.7,3RANCT1ZVG3WIHAVZ0AYAFJGUYDUBR,recalled
0.6,0.5,0.5,,imagined
0.9,0.8,0.85,3RANCT1ZVG3WIHAVZ0AYAFJGVLXBU3,retold
0.8,0.7,0.6,3RANCT1ZVG3WIHAVZ0AYAFJGVLXBU3,recalled
0.8,0.7,0.8,,imagined
0.9,0.8,0.9,3RANCT1ZVG3WIHAVZ0AYAFJGWN8UB2,retold
0.9,0.8,0.85,3RANCT1ZVG3WIHAVZ0AYAFJGWN8UB2,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.6,,recalled
0.6,0.7,0.5,,imagined
0.4,0.5,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,3RGU30DZTBUJNS3YEQWTHTLZGGMJM1,retold
0.6,0.7,0.5,3RGU30DZTBUJNS3YEQWTHTLZGGMJM1,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,imagined
0.8,0.7,0.8,,recalled
0.6,0.5,0.4,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,,recalled
0.7,0.6,0.5,3RJSC4XJ11GEDFH60J51IMVHW6305N,retold
0.8,0.7,0.6,3RJSC4XJ11GEDFH60J51IMVHW6305N,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,3RJSC4XJ11GEDFH60J51IMVHX3050K,retold
0.6,0.5,0.7,3RJSC4XJ11GEDFH60J51IMVHX3050K,recalled
0.8,0.7,0.6,,imagined
0.6,0.5,0.4,3RKNTXVS3NKSI9BOEGJK201G4H2A46,retold
0.7,0.8,0.6,3RKNTXVS3NKSI9BOEGJK201G4H2A46,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.8,0.6,,imagined
0.7,0.8,0.7,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,3RKNTXVS3NKSI9BOEGJK201GEQRA4N,retold
0.8,0.7,0.6,3RKNTXVS3NKSI9BOEGJK201GEQRA4N,recalled
0.8,0.9,0.8,,imagined
0.8,0.9,0.8,3RKNTXVS3NKSI9BOEGJK201GFSZ4AU,retold
0.8,0.9,0.8,3RKNTXVS3NKSI9BOEGJK201GFSZ4AU,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.85,,recalled
0.6,0.5,0.7,,imagined
0.9,0.8,0.9,3RRCEFRB7NYX1JGGKUJGXBLMUR7B4E,retold
0.8,0.9,0.8,3RRCEFRB7NYX1JGGKUJGXBLMUR7B4E,recalled
0.7,0.6,0.7,,imagined
0.8,0.7,0.6,3RRCEFRB7NYX1JGGKUJGXBLMVL64BV,retold
0.7,0.6,0.7,3RRCEFRB7NYX1JGGKUJGXBLMVL64BV,recalled
0.8,0.9,0.9,3RRCEFRB7NYX1JGGKUJGXBLMXALB4X,retold
0.9,0.8,0.9,3RRCEFRB7NYX1JGGKUJGXBLMXALB4X,recalled
0.9,0.8,0.8,,imagined
0.8,0.7,0.6,3RRCEFRB7NYX1JGGKUJGXBLMXCL4BU,retold
0.8,0.9,0.8,3RRCEFRB7NYX1JGGKUJGXBLMXCL4BU,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.5,0.4,0.5,,imagined
0.7,0.6,0.5,3RSDURM96B8B6T6KJS9DE8VEKX0EYR,retold
0.7,0.6,0.5,3RSDURM96B8B6T6KJS9DE8VEKX0EYR,recalled
0.4,0.3,0.5,,imagined
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.9,0.8,0.9,,imagined
0.8,0.7,0.6,,recalled
0.6,0.7,0.5,,imagined
0.6,0.5,0.4,,imagined
0.7,0.6,0.5,3RU7GD8VPPFI7YJ1T0XZQY6HH42SPE,retold
0.7,0.6,0.5,3RU7GD8VPPFI7YJ1T0XZQY6HH42SPE,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.8,3RU7GD8VPPFI7YJ1T0XZQY6HIZ3SP6,retold
0.9,0.8,0.9,3RU7GD8VPPFI7YJ1T0XZQY6HIZ3SP6,recalled
0.9,0.8,0.9,,imagined
0.6,0.7,0.5,3RU7GD8VPPFI7YJ1T0XZQY6HQ5KSP7,retold
0.8,0.9,0.8,3RU7GD8VPPFI7YJ1T0XZQY6HQ5KSP7,recalled
0.6,0.5,0.5,,imagined
0.9,0.8,0.9,,recalled
0.6,0.7,0.5,,imagined
0.8,0.7,0.6,3RUIQRXJBCA5C09DHZ7RXVJ2K0TLLV,retold
0.8,0.7,0.6,3RUIQRXJBCA5C09DHZ7RXVJ2K0TLLV,recalled
0.6,0.5,0.7,,imagined
0.6,0.5,0.4,3RUIQRXJBCA5C09DHZ7RXVJ2KI8LLA,retold
0.7,0.6,0.5,3RUIQRXJBCA5C09DHZ7RXVJ2KI8LLA,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.4,,imagined
0.8,0.7,0.6,3RWE2M8QWIWI34NC4J1NC3V3NA80NK,retold
0.8,0.7,0.6,3RWE2M8QWIWI34NC4J1NC3V3NA80NK,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3RWE2M8QWIWI34NC4J1NC3V3U5J0NS,retold
0.8,0.7,0.6,3RWE2M8QWIWI34NC4J1NC3V3U5J0NS,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.7,,recalled
0.7,0.6,0.5,3RXCAC0YISBUB1BTCJ17FYSOCQV8GZ,retold
0.6,0.5,0.4,3RXCAC0YISBUB1BTCJ17FYSOCQV8GZ,recalled
0.9,0.8,0.7,,imagined
0.9,0.8,0.9,3RXCAC0YISBUB1BTCJ17FYSODM8G8D,retold
0.9,0.8,0.9,3RXCAC0YISBUB1BTCJ17FYSODM8G8D,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,3RXPCZQMQQXC01R8DYSS0O5G01R1GA,retold
0.8,0.7,0.6,3RXPCZQMQQXC01R8DYSS0O5G01R1GA,recalled
0.9,0.8,0.9,,imagined
0.8,0.9,0.8,,recalled
0.7,0.8,0.6,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,recalled
0.6,0.7,0.5,,imagined
0.6,0.7,0.5,3RXPCZQMQQXC01R8DYSS0O5GQVH1GE,retold
0.7,0.6,0.5,3RXPCZQMQQXC01R8DYSS0O5GQVH1GE,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,3RXPCZQMQQXC01R8DYSS0O5GYKO1G7,retold
0.8,0.9,0.8,3RXPCZQMQQXC01R8DYSS0O5GYKO1G7,recalled
0.8,0.7,0.9,,imagined
0.8,0.7,0.6,3RYC5T2D74F66JJOEBXU0O1L6SJRPG,retold
0.8,0.9,0.8,3RYC5T2D74F66JJOEBXU0O1L6SJRPG,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,3RYC5T2D74F66JJOEBXU0O1L6SMRPJ,retold
0.7,0.6,0.5,3RYC5T2D74F66JJOEBXU0O1L6SMRPJ,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,3S06PH7KSSQ9OHHHB8RKU32JN9CD1D,retold
0.9,0.8,0.85,3S06PH7KSSQ9OHHHB8RKU32JN9CD1D,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,,recalled
0.6,0.7,0.5,,imagined
0.8,0.7,0.6,3S06PH7KSSQ9OHHHB8RKU32JOBW1DQ,retold
0.8,0.7,0.6,3S06PH7KSSQ9OHHHB8RKU32JOBW1DQ,recalled
0.6,0.7,0.5,,imagined
0.8,0.7,0.8,,recalled
0.7,0.8,0.6,,imagined
0.8,0.9,0.8,3S0TNUHWKU4RZH12AT0Z9DPR0S6D8A,retold
0.8,0.9,0.8,3S0TNUHWKU4RZH12AT0Z9DPR0S6D8A,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3S0TNUHWKU4RZH12AT0Z9DPR1FMD81,retold
0.8,0.9,0.8,3S0TNUHWKU4RZH12AT0Z9DPR1FMD81,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.85,,recalled
0.5,0.4,0.5,,imagined
0.6,0.5,0.4,,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,,recalled
0.7,0.8,0.6,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,3S0TNUHWKU4RZH12AT0Z9DPRR6B8DT,retold
0.8,0.7,0.6,3S0TNUHWKU4RZH12AT0Z9DPRR6B8DT,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,recalled
0.7,0.8,0.6,,imagined
0.7,0.6,0.5,,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,3S0TNUHWKU4RZH12AT0Z9DPRZYE8DO,retold
0.8,0.7,0.6,3S0TNUHWKU4RZH12AT0Z9DPRZYE8DO,recalled
0.8,0.7,0.9,,imagined
0.6,0.7,0.5,3S3AMIZX3VRTBKRFR5G4BZLAHIQCD3,retold
0.8,0.7,0.6,3S3AMIZX3VRTBKRFR5G4BZLAHIQCD3,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3S4AW7T80C49ES2SB78ABEHR1Z04LW,retold
0.8,0.7,0.6,3S4AW7T80C49ES2SB78ABEHR1Z04LW,recalled
0.7,0.5,0.6,,imagined
0.8,0.7,0.6,3S4AW7T80C49ES2SB78ABEHR6MX4L8,retold
0.8,0.7,0.8,3S4AW7T80C49ES2SB78ABEHR6MX4L8,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,recalled
0.6,0.5,0.5,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,3S96KQ6I9NQAX1TQDRBU09LE6YXTDZ,retold
0.6,0.5,0.7,3S96KQ6I9NQAX1TQDRBU09LE6YXTDZ,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.7,3S96KQ6I9NQAX1TQDRBU09LE8PVTDH,retold
0.8,0.7,0.9,3S96KQ6I9NQAX1TQDRBU09LE8PVTDH,recalled
0.6,0.5,0.5,,imagined
0.9,0.8,0.85,3S96KQ6I9NQAX1TQDRBU09LEDBZDTI,retold
0.8,0.9,0.8,3S96KQ6I9NQAX1TQDRBU09LEDBZDTI,recalled
0.6,0.5,0.5,,imagined
0.8,0.9,0.8,,imagined
0.8,0.7,0.7,3S96KQ6I9NQAX1TQDRBU09LEE5JDTR,retold
0.8,0.7,0.6,3S96KQ6I9NQAX1TQDRBU09LEE5JDTR,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.85,3S96KQ6I9NQAX1TQDRBU09LEE5LTD9,retold
0.8,0.9,0.8,3S96KQ6I9NQAX1TQDRBU09LEE5LTD9,recalled
0.4,0.3,0.5,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,recalled
0.6,0.5,0.7,,imagined
0.7,0.6,0.5,3SB4CE2TJWHJGBZYYRLPZBYE54RAXX,retold
0.8,0.7,0.6,3SB4CE2TJWHJGBZYYRLPZBYE54RAXX,recalled
0.6,0.5,0.7,,imagined
0.8,0.7,0.7,3SB4CE2TJWHJGBZYYRLPZBYE554AXC,retold
0.8,0.7,0.6,3SB4CE2TJWHJGBZYYRLPZBYE554AXC,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,3SB4CE2TJWHJGBZYYRLPZBYE5UNAX9,retold
0.7,0.8,0.6,3SB4CE2TJWHJGBZYYRLPZBYE5UNAX9,recalled
0.6,0.5,0.7,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,3SB4CE2TJWHJGBZYYRLPZBYE7LUAX0,retold
0.8,0.9,0.8,3SB4CE2TJWHJGBZYYRLPZBYE7LUAX0,recalled
0.7,0.6,0.6,,imagined
0.8,0.7,0.8,,recalled
0.8,0.7,0.8,,imagined
0.9,0.8,0.8,,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.8,,imagined
0.8,0.7,0.6,,recalled
0.5,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.85,3SBEHTYCWOPNMY86FBZ4ZNT6LC8YI2,retold
0.8,0.7,0.6,3SBEHTYCWOPNMY86FBZ4ZNT6LC8YI2,recalled
0.9,0.8,0.85,,imagined
0.7,0.6,0.5,,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.7,3SBEHTYCWOPNMY86FBZ4ZNT6N1VIYP,retold
0.8,0.7,0.6,3SBEHTYCWOPNMY86FBZ4ZNT6N1VIYP,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.8,3SEPORI8WOL8L6ZDZ99AWWEPFO1AZC,retold
0.8,0.9,0.8,3SEPORI8WOL8L6ZDZ99AWWEPFO1AZC,recalled
0.5,0.6,0.4,,imagined
0.9,0.8,0.9,3SEPORI8WOL8L6ZDZ99AWWEPGN3ZA2,retold
0.8,0.7,0.7,3SEPORI8WOL8L6ZDZ99AWWEPGN3ZA2,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,3SEPORI8WOL8L6ZDZ99AWWEPGN4ZA3,retold
0.7,0.8,0.6,3SEPORI8WOL8L6ZDZ99AWWEPGN4ZA3,recalled
0.7,0.6,0.5,,imagined
0.6,0.5,0.4,3SEPORI8WOL8L6ZDZ99AWWEPGNCZAB,retold
0.7,0.8,0.6,3SEPORI8WOL8L6ZDZ99AWWEPGNCZAB,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,3SEPORI8WOL8L6ZDZ99AWWEPGONZAO,retold
0.9,0.8,0.9,3SEPORI8WOL8L6ZDZ99AWWEPGONZAO,recalled
0.8,0.9,0.7,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.8,,recalled
0.8,0.9,0.8,,imagined
0.7,0.6,0.7,3SITXWYCNWVOZL4Q45LLUMIKI0RBXV,retold
0.8,0.7,0.6,3SITXWYCNWVOZL4Q45LLUMIKI0RBXV,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,3SKEMFQBZ4RZDN7C2AMMDQKHDRE8K2,retold
0.8,0.7,0.6,3SKEMFQBZ4RZDN7C2AMMDQKHDRE8K2,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,3SKEMFQBZ4RZDN7C2AMMDQKHK1VK8M,retold
0.8,0.9,0.8,3SKEMFQBZ4RZDN7C2AMMDQKHK1VK8M,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.5,0.4,0.5,3SKRO2GZ72DH2NNR3PD7YGX95151KA,retold
0.8,0.7,0.6,3SKRO2GZ72DH2NNR3PD7YGX95151KA,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3SKRO2GZ72DH2NNR3PD7YGX98MZ1KD,retold
0.9,0.8,0.85,3SKRO2GZ72DH2NNR3PD7YGX98MZ1KD,recalled
0.9,0.8,0.85,,imagined
0.6,0.5,0.4,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3SLE99ER0OZD4G455N96R7YVWGTZBM,retold
0.8,0.7,0.6,3SLE99ER0OZD4G455N96R7YVWGTZBM,recalled
0.8,0.7,0.6,,imagined
0.6,0.7,0.5,3SNLUL3WO598VQW7QDZSOIFL5Y8LUX,retold
0.8,0.7,0.6,3SNLUL3WO598VQW7QDZSOIFL5Y8LUX,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.8,3SNLUL3WO598VQW7QDZSOIFL6UQLU8,retold
0.8,0.7,0.6,3SNLUL3WO598VQW7QDZSOIFL6UQLU8,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,3SNLUL3WO598VQW7QDZSOIFL8HUULX,retold
0.7,0.6,0.5,3SNLUL3WO598VQW7QDZSOIFL8HUULX,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.8,,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,3SNVL38CI5E1PQXPJM2RFCG015VCKG,retold
0.8,0.7,0.6,3SNVL38CI5E1PQXPJM2RFCG015VCKG,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.85,3SNVL38CI5E1PQXPJM2RFCG0BF7KCU,retold
0.9,0.8,0.9,3SNVL38CI5E1PQXPJM2RFCG0BF7KCU,recalled
0.8,0.9,0.8,,imagined
0.7,0.6,0.5,3SNVL38CI5E1PQXPJM2RFCG0CI9KC3,retold
0.8,0.7,0.6,3SNVL38CI5E1PQXPJM2RFCG0CI9KC3,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,,recalled
0.7,0.8,0.6,,imagined
0.5,0.6,0.4,,imagined
0.7,0.8,0.7,,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,3STRJBFXOXDIB7Z058XH4MG4QQXTKH,retold
0.8,0.9,0.8,3STRJBFXOXDIB7Z058XH4MG4QQXTKH,recalled
0.8,0.7,0.6,,imagined
0.6,0.7,0.5,3STRJBFXOXDIB7Z058XH4MG4XKVKT1,retold
0.8,0.7,0.6,3STRJBFXOXDIB7Z058XH4MG4XKVKT1,recalled
0.6,0.7,0.5,,imagined
0.9,0.95,0.9,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,3SUWZRL0MZZ9N9WED9ELVHBLM2OE63,retold
0.9,0.8,0.85,3SUWZRL0MZZ9N9WED9ELVHBLM2OE63,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.9,,recalled
0.8,0.9,0.7,,imagined
0.9,0.8,0.9,,imagined
0.9,0.8,0.9,3SUWZRL0MZZ9N9WED9ELVHBLU996E2,retold
0.8,0.9,0.8,3SUWZRL0MZZ9N9WED9ELVHBLU996E2,recalled
0.8,0.7,0.7,3SUWZRL0MZZ9N9WED9ELVHBLWY3E6K,retold
0.9,0.8,0.9,3SUWZRL0MZZ9N9WED9ELVHBLWY3E6K,recalled
0.9,0.8,0.85,,imagined
0.7,0.6,0.5,3SUWZRL0MZZ9N9WED9ELVHBLWY5E6M,retold
0.8,0.7,0.7,3SUWZRL0MZZ9N9WED9ELVHBLWY5E6M,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,3T111IHZ5FCLEW3HXM1XEY161QH9RN,retold
0.9,0.8,0.85,3T111IHZ5FCLEW3HXM1XEY161QH9RN,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.9,,recalled
0.7,0.8,0.6,,imagined
0.4,0.5,0.6,3T111IHZ5FCLEW3HXM1XEY16RSLR93,retold
0.4,0.3,0.5,3T111IHZ5FCLEW3HXM1XEY16RSLR93,recalled
0.7,0.8,0.6,,imagined
0.8,0.9,0.8,,recalled
0.6,0.5,0.5,,imagined
0.7,0.6,0.5,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.6,0.7,0.5,,imagined
0.8,0.7,0.8,3T3IWE1XG794MAXVIDHE08SDOJ2QTS,retold
0.9,0.95,0.9,3T3IWE1XG794MAXVIDHE08SDOJ2QTS,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3T3IWE1XG794MAXVIDHE08SDY8ITQZ,retold
0.8,0.9,0.8,3T3IWE1XG794MAXVIDHE08SDY8ITQZ,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,3TAYZSBPLMUMFRIVR2MNULYOFVJ2SL,retold
0.8,0.7,0.6,3TAYZSBPLMUMFRIVR2MNULYOFVJ2SL,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.6,0.5,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,3TDXMTX3CCGL3EY09S4CGW9DL8W6I2,retold
0.9,0.8,0.7,3TDXMTX3CCGL3EY09S4CGW9DL8W6I2,recalled
0.8,0.7,0.8,,imagined
0.6,0.5,0.5,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,3TDXMTX3CCGL3EY09S4CGW9DLAI6IS,retold
0.9,0.8,0.9,3TDXMTX3CCGL3EY09S4CGW9DLAI6IS,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3TE3O85731UAECIICDMI4BTSKS9R2K,retold
0.7,0.6,0.5,3TE3O85731UAECIICDMI4BTSKS9R2K,recalled
0.8,0.7,0.8,3TE3O85731UAECIICDMI4BTSVI3R25,retold
0.8,0.9,0.9,3TE3O85731UAECIICDMI4BTSVI3R25,recalled
0.7,0.6,0.7,,imagined
0.8,0.7,0.6,3TE3O85731UAECIICDMI4BTSVI9R2B,retold
0.8,0.7,0.6,3TE3O85731UAECIICDMI4BTSVI9R2B,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.85,3TEM0PF1Q6J9HSWZFPNKGYJ9G03D07,retold
0.9,0.8,0.7,3TEM0PF1Q6J9HSWZFPNKGYJ9G03D07,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.7,,imagined
0.9,0.8,0.9,,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.6,,recalled
0.7,0.8,0.6,3TEM0PF1Q6J9HSWZFPNKGYJ9JJQ0DM,retold
0.8,0.7,0.6,3TEM0PF1Q6J9HSWZFPNKGYJ9JJQ0DM,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.85,,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.8,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.85,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.85,,imagined
0.9,0.8,0.9,,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.7,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,3TMFV4NEP90Q8N1TRO5P11EC8VN8W0,retold
0.9,0.8,0.9,3TMFV4NEP90Q8N1TRO5P11EC8VN8W0,recalled
0.8,0.6,0.7,,imagined
0.8,0.7,0.6,3TMFV4NEP90Q8N1TRO5P11EC9X08WI,retold
0.9,0.8,0.9,3TMFV4NEP90Q8N1TRO5P11EC9X08WI,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.9,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.7,,imagined
0.7,0.6,0.5,,recalled
0.6,0.5,0.5,,imagined
0.7,0.6,0.5,3TMSXRD2X7M8XNH8S3WAMRR4LEG1WD,retold
0.8,0.7,0.6,3TMSXRD2X7M8XNH8S3WAMRR4LEG1WD,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,3TMSXRD2X7M8XNH8S3WAMRR4LVCW12,retold
0.8,0.9,0.8,3TMSXRD2X7M8XNH8S3WAMRR4LVCW12,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,3TMSXRD2X7M8XNH8S3WAMRR4T2XW19,retold
0.8,0.7,0.6,3TMSXRD2X7M8XNH8S3WAMRR4T2XW19,recalled
0.7,0.6,0.7,,imagined
0.8,0.7,0.8,,recalled
0.6,0.7,0.5,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.8,,imagined
0.9,0.8,0.9,3TOK3KHVJU4E30N8QXM9675VKZGO7L,retold
